Gene_name,Pathway,E18_Vs_LU3,E18_Vs_LU4,LI1_Vs_LU3,LI1_Vs_LU4,LI2_Vs_LU3,LI2_Vs_LU4,LI3_Vs_LU3,LI3_Vs_LU4,cLTMR1,cLTMR2,NF1,NF2,NF3,NP,PEP1,PEP2,SST,Z.2days,Z.4days,Z.7days,Z.12days,NRGcs_2d,T5RGCs_2d,TRGCs_2d,Cartpt_2d,Alpha_RGCS_7D,Cartpt_RGCS_7D,F_RGCS_7d,T_RGCS_7d,ipRGCs_7D,T5_RGCS_7d
Epha4,regulation of cell migration,1.85720256,1.822992678,0,0,0,0,0,0,0,0,-0.145689067,0,0,0,0,0,0,-0.586426265,-0.698463168,-0.228203192,-0.016930318,0,0,0,0,0.286291515,0.282917144,0,0,0,0
Epha4,axonogenesis,1.85720256,1.822992678,0,0,0,0,0,0,0,0,-0.145689067,0,0,0,0,0,0,-0.586426265,-0.698463168,-0.228203192,-0.016930318,0,0,0,0,0.286291515,0.282917144,0,0,0,0
Epha4,nervous system development,1.85720256,1.822992678,0,0,0,0,0,0,0,0,-0.145689067,0,0,0,0,0,0,-0.586426265,-0.698463168,-0.228203192,-0.016930318,0,0,0,0,0.286291515,0.282917144,0,0,0,0
Epha5,axon development,1.562816715,1.406616716,0,0,0,0,0,0,0,0.43788046,0.013518406,0.140249266,0,-0.101047205,0.011304327,-0.08604081,0.625028864,,,,,0,0,0,0,0,0,0,0,0,0
Ezh2,neurogenesis,1.665225325,1.653897638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezh2,neuron development,1.665225325,1.653897638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezh2,neuron projection development,1.665225325,1.653897638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezh2,nervous system development,1.665225325,1.653897638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezh2,neuron differentiation,1.665225325,1.653897638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezh2,generation of neurons,1.665225325,1.653897638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fgf13,neuron development,1.990454306,1.936608225,0,0,0,0,0,0,-0.089571663,0.511656717,-0.004336644,0.403982556,-0.0703396,-0.413254228,0.106219686,-0.199208193,-0.005908039,,,,,0.353166473,0.288091509,0,0,0,0,0.643145824,0,0.376658583,0.447874769
Fgf13,generation of neurons,1.990454306,1.936608225,0,0,0,0,0,0,-0.089571663,0.511656717,-0.004336644,0.403982556,-0.0703396,-0.413254228,0.106219686,-0.199208193,-0.005908039,,,,,0.353166473,0.288091509,0,0,0,0,0.643145824,0,0.376658583,0.447874769
Fgf13,neuron projection development,1.990454306,1.936608225,0,0,0,0,0,0,-0.089571663,0.511656717,-0.004336644,0.403982556,-0.0703396,-0.413254228,0.106219686,-0.199208193,-0.005908039,,,,,0.353166473,0.288091509,0,0,0,0,0.643145824,0,0.376658583,0.447874769
Fgf13,neurogenesis,1.990454306,1.936608225,0,0,0,0,0,0,-0.089571663,0.511656717,-0.004336644,0.403982556,-0.0703396,-0.413254228,0.106219686,-0.199208193,-0.005908039,,,,,0.353166473,0.288091509,0,0,0,0,0.643145824,0,0.376658583,0.447874769
Fgf13,neuron differentiation,1.990454306,1.936608225,0,0,0,0,0,0,-0.089571663,0.511656717,-0.004336644,0.403982556,-0.0703396,-0.413254228,0.106219686,-0.199208193,-0.005908039,,,,,0.353166473,0.288091509,0,0,0,0,0.643145824,0,0.376658583,0.447874769
Fgf13,nervous system development,1.990454306,1.936608225,0,0,0,0,0,0,-0.089571663,0.511656717,-0.004336644,0.403982556,-0.0703396,-0.413254228,0.106219686,-0.199208193,-0.005908039,,,,,0.353166473,0.288091509,0,0,0,0,0.643145824,0,0.376658583,0.447874769
Fgf13,axon development,1.990454306,1.936608225,0,0,0,0,0,0,-0.089571663,0.511656717,-0.004336644,0.403982556,-0.0703396,-0.413254228,0.106219686,-0.199208193,-0.005908039,,,,,0.353166473,0.288091509,0,0,0,0,0.643145824,0,0.376658583,0.447874769
Fgf13,Regulation of cellular component movement,1.990454306,1.936608225,0,0,0,0,0,0,-0.089571663,0.511656717,-0.004336644,0.403982556,-0.0703396,-0.413254228,0.106219686,-0.199208193,-0.005908039,,,,,0.353166473,0.288091509,0,0,0,0,0.643145824,0,0.376658583,0.447874769
Fgf13,axonogenesis,1.990454306,1.936608225,0,0,0,0,0,0,-0.089571663,0.511656717,-0.004336644,0.403982556,-0.0703396,-0.413254228,0.106219686,-0.199208193,-0.005908039,,,,,0.353166473,0.288091509,0,0,0,0,0.643145824,0,0.376658583,0.447874769
Fgfr1,neurogenesis,2.077439089,2.100185689,0,0,0,0,0,0,0.101605179,0.122862743,-0.235553186,-0.400214122,-0.558322501,0.121794369,0.275818824,0.347537158,0.110203061,,,,,0,0,0,-0.318100629,-0.458578701,0,0,-0.297737132,-0.307658662,0
Fgfr1,regulation of cell migration,2.077439089,2.100185689,0,0,0,0,0,0,0.101605179,0.122862743,-0.235553186,-0.400214122,-0.558322501,0.121794369,0.275818824,0.347537158,0.110203061,,,,,0,0,0,-0.318100629,-0.458578701,0,0,-0.297737132,-0.307658662,0
Fgfr1,neuron development,2.077439089,2.100185689,0,0,0,0,0,0,0.101605179,0.122862743,-0.235553186,-0.400214122,-0.558322501,0.121794369,0.275818824,0.347537158,0.110203061,,,,,0,0,0,-0.318100629,-0.458578701,0,0,-0.297737132,-0.307658662,0
Fgfr1,neuron projection development,2.077439089,2.100185689,0,0,0,0,0,0,0.101605179,0.122862743,-0.235553186,-0.400214122,-0.558322501,0.121794369,0.275818824,0.347537158,0.110203061,,,,,0,0,0,-0.318100629,-0.458578701,0,0,-0.297737132,-0.307658662,0
Fgfr1,nervous system development,2.077439089,2.100185689,0,0,0,0,0,0,0.101605179,0.122862743,-0.235553186,-0.400214122,-0.558322501,0.121794369,0.275818824,0.347537158,0.110203061,,,,,0,0,0,-0.318100629,-0.458578701,0,0,-0.297737132,-0.307658662,0
Fgfr1,Regulation of cellular component movement,2.077439089,2.100185689,0,0,0,0,0,0,0.101605179,0.122862743,-0.235553186,-0.400214122,-0.558322501,0.121794369,0.275818824,0.347537158,0.110203061,,,,,0,0,0,-0.318100629,-0.458578701,0,0,-0.297737132,-0.307658662,0
Fgfr1,neuron differentiation,2.077439089,2.100185689,0,0,0,0,0,0,0.101605179,0.122862743,-0.235553186,-0.400214122,-0.558322501,0.121794369,0.275818824,0.347537158,0.110203061,,,,,0,0,0,-0.318100629,-0.458578701,0,0,-0.297737132,-0.307658662,0
Fgfr1,positive regulation of cell motility,2.077439089,2.100185689,0,0,0,0,0,0,0.101605179,0.122862743,-0.235553186,-0.400214122,-0.558322501,0.121794369,0.275818824,0.347537158,0.110203061,,,,,0,0,0,-0.318100629,-0.458578701,0,0,-0.297737132,-0.307658662,0
Fgfr1,central nervous system neuron differentiation,2.077439089,2.100185689,0,0,0,0,0,0,0.101605179,0.122862743,-0.235553186,-0.400214122,-0.558322501,0.121794369,0.275818824,0.347537158,0.110203061,,,,,0,0,0,-0.318100629,-0.458578701,0,0,-0.297737132,-0.307658662,0
Fgfr1,generation of neurons,2.077439089,2.100185689,0,0,0,0,0,0,0.101605179,0.122862743,-0.235553186,-0.400214122,-0.558322501,0.121794369,0.275818824,0.347537158,0.110203061,,,,,0,0,0,-0.318100629,-0.458578701,0,0,-0.297737132,-0.307658662,0
Foxg1,axon development,1.489978082,1.524503835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hsp90aa1,neurogenesis,1.591084779,1.655779519,0,0,0,0,0,0,0.64048723,1.082520126,-0.161688117,0.146980814,-0.068498789,0.186948208,0.230322524,0.548559718,0.436304449,,,,,0,-0.299895113,-0.307062595,-0.343902752,-0.413455991,-0.409011014,0,-0.34706814,-0.276111766,-0.297410843
Hsp90aa1,neuron projection development,1.591084779,1.655779519,0,0,0,0,0,0,0.64048723,1.082520126,-0.161688117,0.146980814,-0.068498789,0.186948208,0.230322524,0.548559718,0.436304449,,,,,0,-0.299895113,-0.307062595,-0.343902752,-0.413455991,-0.409011014,0,-0.34706814,-0.276111766,-0.297410843
Hsp90aa1,axon development,1.591084779,1.655779519,0,0,0,0,0,0,0.64048723,1.082520126,-0.161688117,0.146980814,-0.068498789,0.186948208,0.230322524,0.548559718,0.436304449,,,,,0,-0.299895113,-0.307062595,-0.343902752,-0.413455991,-0.409011014,0,-0.34706814,-0.276111766,-0.297410843
Hsp90aa1,generation of neurons,1.591084779,1.655779519,0,0,0,0,0,0,0.64048723,1.082520126,-0.161688117,0.146980814,-0.068498789,0.186948208,0.230322524,0.548559718,0.436304449,,,,,0,-0.299895113,-0.307062595,-0.343902752,-0.413455991,-0.409011014,0,-0.34706814,-0.276111766,-0.297410843
Hsp90aa1,neuron development,1.591084779,1.655779519,0,0,0,0,0,0,0.64048723,1.082520126,-0.161688117,0.146980814,-0.068498789,0.186948208,0.230322524,0.548559718,0.436304449,,,,,0,-0.299895113,-0.307062595,-0.343902752,-0.413455991,-0.409011014,0,-0.34706814,-0.276111766,-0.297410843
Hsp90aa1,neuron differentiation,1.591084779,1.655779519,0,0,0,0,0,0,0.64048723,1.082520126,-0.161688117,0.146980814,-0.068498789,0.186948208,0.230322524,0.548559718,0.436304449,,,,,0,-0.299895113,-0.307062595,-0.343902752,-0.413455991,-0.409011014,0,-0.34706814,-0.276111766,-0.297410843
Hsp90aa1,nervous system development,1.591084779,1.655779519,0,0,0,0,0,0,0.64048723,1.082520126,-0.161688117,0.146980814,-0.068498789,0.186948208,0.230322524,0.548559718,0.436304449,,,,,0,-0.299895113,-0.307062595,-0.343902752,-0.413455991,-0.409011014,0,-0.34706814,-0.276111766,-0.297410843
Hsp90aa1,central nervous system neuron differentiation,1.591084779,1.655779519,0,0,0,0,0,0,0.64048723,1.082520126,-0.161688117,0.146980814,-0.068498789,0.186948208,0.230322524,0.548559718,0.436304449,,,,,0,-0.299895113,-0.307062595,-0.343902752,-0.413455991,-0.409011014,0,-0.34706814,-0.276111766,-0.297410843
Hsp90aa1,axonogenesis,1.591084779,1.655779519,0,0,0,0,0,0,0.64048723,1.082520126,-0.161688117,0.146980814,-0.068498789,0.186948208,0.230322524,0.548559718,0.436304449,,,,,0,-0.299895113,-0.307062595,-0.343902752,-0.413455991,-0.409011014,0,-0.34706814,-0.276111766,-0.297410843
Hsp90ab1,axonogenesis,1.797292636,2.038678059,0,0,0,0,0,0,0.132703364,0.708323971,-0.268570486,0.035547771,-0.030924896,-0.05209636,0.195312287,0.36782022,0.197490284,0.284157203,0.639252574,0.548907136,0.495783326,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,axon development,1.797292636,2.038678059,0,0,0,0,0,0,0.132703364,0.708323971,-0.268570486,0.035547771,-0.030924896,-0.05209636,0.195312287,0.36782022,0.197490284,0.284157203,0.639252574,0.548907136,0.495783326,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,central nervous system neuron differentiation,1.797292636,2.038678059,0,0,0,0,0,0,0.132703364,0.708323971,-0.268570486,0.035547771,-0.030924896,-0.05209636,0.195312287,0.36782022,0.197490284,0.284157203,0.639252574,0.548907136,0.495783326,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,neuron development,1.797292636,2.038678059,0,0,0,0,0,0,0.132703364,0.708323971,-0.268570486,0.035547771,-0.030924896,-0.05209636,0.195312287,0.36782022,0.197490284,0.284157203,0.639252574,0.548907136,0.495783326,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,neurogenesis,1.797292636,2.038678059,0,0,0,0,0,0,0.132703364,0.708323971,-0.268570486,0.035547771,-0.030924896,-0.05209636,0.195312287,0.36782022,0.197490284,0.284157203,0.639252574,0.548907136,0.495783326,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,neuron projection development,1.797292636,2.038678059,0,0,0,0,0,0,0.132703364,0.708323971,-0.268570486,0.035547771,-0.030924896,-0.05209636,0.195312287,0.36782022,0.197490284,0.284157203,0.639252574,0.548907136,0.495783326,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,nervous system development,1.797292636,2.038678059,0,0,0,0,0,0,0.132703364,0.708323971,-0.268570486,0.035547771,-0.030924896,-0.05209636,0.195312287,0.36782022,0.197490284,0.284157203,0.639252574,0.548907136,0.495783326,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,neuron differentiation,1.797292636,2.038678059,0,0,0,0,0,0,0.132703364,0.708323971,-0.268570486,0.035547771,-0.030924896,-0.05209636,0.195312287,0.36782022,0.197490284,0.284157203,0.639252574,0.548907136,0.495783326,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,generation of neurons,1.797292636,2.038678059,0,0,0,0,0,0,0.132703364,0.708323971,-0.268570486,0.035547771,-0.030924896,-0.05209636,0.195312287,0.36782022,0.197490284,0.284157203,0.639252574,0.548907136,0.495783326,0,0,0,0,0,0,0,0,0,0
Id2,nervous system development,1.657294158,1.71913805,0,0,0,0,0,0,-0.008972383,-0.716401371,0.06790147,0.08936655,-0.0826483,-0.099205089,-0.149550283,-0.110455589,-0.269769526,,,,,0,0,0,0,0,0,0,0,0,0
Id2,neuron differentiation,1.657294158,1.71913805,0,0,0,0,0,0,-0.008972383,-0.716401371,0.06790147,0.08936655,-0.0826483,-0.099205089,-0.149550283,-0.110455589,-0.269769526,,,,,0,0,0,0,0,0,0,0,0,0
Id2,neurogenesis,1.657294158,1.71913805,0,0,0,0,0,0,-0.008972383,-0.716401371,0.06790147,0.08936655,-0.0826483,-0.099205089,-0.149550283,-0.110455589,-0.269769526,,,,,0,0,0,0,0,0,0,0,0,0
Id2,neuron development,1.657294158,1.71913805,0,0,0,0,0,0,-0.008972383,-0.716401371,0.06790147,0.08936655,-0.0826483,-0.099205089,-0.149550283,-0.110455589,-0.269769526,,,,,0,0,0,0,0,0,0,0,0,0
Id2,generation of neurons,1.657294158,1.71913805,0,0,0,0,0,0,-0.008972383,-0.716401371,0.06790147,0.08936655,-0.0826483,-0.099205089,-0.149550283,-0.110455589,-0.269769526,,,,,0,0,0,0,0,0,0,0,0,0
Islr2,neuron development,2.188772325,2.192737496,0,0,0,0,0,0,-0.280675714,0,0,0,0,0,-0.124108112,-0.112769095,0,0.313523936,1.12325114,1.332162091,1.179316934,0,0,0,0,0,0,0,0,0,0
Islr2,axon development,2.188772325,2.192737496,0,0,0,0,0,0,-0.280675714,0,0,0,0,0,-0.124108112,-0.112769095,0,0.313523936,1.12325114,1.332162091,1.179316934,0,0,0,0,0,0,0,0,0,0
Islr2,nervous system development,2.188772325,2.192737496,0,0,0,0,0,0,-0.280675714,0,0,0,0,0,-0.124108112,-0.112769095,0,0.313523936,1.12325114,1.332162091,1.179316934,0,0,0,0,0,0,0,0,0,0
Islr2,neurogenesis,2.188772325,2.192737496,0,0,0,0,0,0,-0.280675714,0,0,0,0,0,-0.124108112,-0.112769095,0,0.313523936,1.12325114,1.332162091,1.179316934,0,0,0,0,0,0,0,0,0,0
Islr2,generation of neurons,2.188772325,2.192737496,0,0,0,0,0,0,-0.280675714,0,0,0,0,0,-0.124108112,-0.112769095,0,0.313523936,1.12325114,1.332162091,1.179316934,0,0,0,0,0,0,0,0,0,0
Islr2,axonogenesis,2.188772325,2.192737496,0,0,0,0,0,0,-0.280675714,0,0,0,0,0,-0.124108112,-0.112769095,0,0.313523936,1.12325114,1.332162091,1.179316934,0,0,0,0,0,0,0,0,0,0
Islr2,neuron projection development,2.188772325,2.192737496,0,0,0,0,0,0,-0.280675714,0,0,0,0,0,-0.124108112,-0.112769095,0,0.313523936,1.12325114,1.332162091,1.179316934,0,0,0,0,0,0,0,0,0,0
Islr2,neuron differentiation,2.188772325,2.192737496,0,0,0,0,0,0,-0.280675714,0,0,0,0,0,-0.124108112,-0.112769095,0,0.313523936,1.12325114,1.332162091,1.179316934,0,0,0,0,0,0,0,0,0,0
Jun,axon development,1.426508464,1.48910685,0,0,0,0,0,0,2.485032539,2.507639511,0.689393619,1.256971704,1.067926083,1.886953077,0.452998145,2.13850963,0.268699962,,,,,-0.999264334,-1.069395529,-0.927782678,-1.003234396,-0.933454743,-1.180409665,-0.574793644,-1.211923607,-0.898193074,-0.946893948
Lhx2,axon development,1.546509642,1.547372131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0
Map1b,axon development,1.458011826,1.470548265,0,0,0,0,0,0,0.734869811,1.424891854,-0.407583881,-0.206891795,0.023529411,0.427227578,0.342874974,0.351639203,0.351075702,0.023824463,0.057494175,0.8302085,0.470304447,0,0,0,0,0,0,0,0,0,0
Map4k4,neuron projection development,1.825245943,1.846727757,0,0,0,0,0,0,0.255383023,0.489816697,0,0,0,0.095657178,0.159312599,0.144479939,0.189841528,-0.058109942,0.098582575,0.424133469,0.341075529,0,0,0,0,0,0,-0.265347534,-0.297806163,0,0
Map4k4,regulation of cell migration,1.825245943,1.846727757,0,0,0,0,0,0,0.255383023,0.489816697,0,0,0,0.095657178,0.159312599,0.144479939,0.189841528,-0.058109942,0.098582575,0.424133469,0.341075529,0,0,0,0,0,0,-0.265347534,-0.297806163,0,0
Map4k4,neuron differentiation,1.825245943,1.846727757,0,0,0,0,0,0,0.255383023,0.489816697,0,0,0,0.095657178,0.159312599,0.144479939,0.189841528,-0.058109942,0.098582575,0.424133469,0.341075529,0,0,0,0,0,0,-0.265347534,-0.297806163,0,0
Map4k4,positive regulation of cell motility,1.825245943,1.846727757,0,0,0,0,0,0,0.255383023,0.489816697,0,0,0,0.095657178,0.159312599,0.144479939,0.189841528,-0.058109942,0.098582575,0.424133469,0.341075529,0,0,0,0,0,0,-0.265347534,-0.297806163,0,0
Map4k4,neuron development,1.825245943,1.846727757,0,0,0,0,0,0,0.255383023,0.489816697,0,0,0,0.095657178,0.159312599,0.144479939,0.189841528,-0.058109942,0.098582575,0.424133469,0.341075529,0,0,0,0,0,0,-0.265347534,-0.297806163,0,0
Map4k4,generation of neurons,1.825245943,1.846727757,0,0,0,0,0,0,0.255383023,0.489816697,0,0,0,0.095657178,0.159312599,0.144479939,0.189841528,-0.058109942,0.098582575,0.424133469,0.341075529,0,0,0,0,0,0,-0.265347534,-0.297806163,0,0
Map4k4,neurogenesis,1.825245943,1.846727757,0,0,0,0,0,0,0.255383023,0.489816697,0,0,0,0.095657178,0.159312599,0.144479939,0.189841528,-0.058109942,0.098582575,0.424133469,0.341075529,0,0,0,0,0,0,-0.265347534,-0.297806163,0,0
Map4k4,Regulation of cellular component movement,1.825245943,1.846727757,0,0,0,0,0,0,0.255383023,0.489816697,0,0,0,0.095657178,0.159312599,0.144479939,0.189841528,-0.058109942,0.098582575,0.424133469,0.341075529,0,0,0,0,0,0,-0.265347534,-0.297806163,0,0
Map4k4,nervous system development,1.825245943,1.846727757,0,0,0,0,0,0,0.255383023,0.489816697,0,0,0,0.095657178,0.159312599,0.144479939,0.189841528,-0.058109942,0.098582575,0.424133469,0.341075529,0,0,0,0,0,0,-0.265347534,-0.297806163,0,0
Marcks,neuron development,1.779827272,1.798511995,0,0,0,0,0,0,0.409872307,1.046590988,0.843198716,1.625181088,0.425183532,1.62500531,0.210097842,0.414295172,1.295337109,1.85087225,2.605359702,2.620602183,2.013819083,0.676464634,0.365901589,0.42991287,0.457490304,0,0,0.497171068,0,0,0
Marcks,neuron projection development,1.779827272,1.798511995,0,0,0,0,0,0,0.409872307,1.046590988,0.843198716,1.625181088,0.425183532,1.62500531,0.210097842,0.414295172,1.295337109,1.85087225,2.605359702,2.620602183,2.013819083,0.676464634,0.365901589,0.42991287,0.457490304,0,0,0.497171068,0,0,0
Marcks,generation of neurons,1.779827272,1.798511995,0,0,0,0,0,0,0.409872307,1.046590988,0.843198716,1.625181088,0.425183532,1.62500531,0.210097842,0.414295172,1.295337109,1.85087225,2.605359702,2.620602183,2.013819083,0.676464634,0.365901589,0.42991287,0.457490304,0,0,0.497171068,0,0,0
Marcks,neurogenesis,1.779827272,1.798511995,0,0,0,0,0,0,0.409872307,1.046590988,0.843198716,1.625181088,0.425183532,1.62500531,0.210097842,0.414295172,1.295337109,1.85087225,2.605359702,2.620602183,2.013819083,0.676464634,0.365901589,0.42991287,0.457490304,0,0,0.497171068,0,0,0
Marcks,nervous system development,1.779827272,1.798511995,0,0,0,0,0,0,0.409872307,1.046590988,0.843198716,1.625181088,0.425183532,1.62500531,0.210097842,0.414295172,1.295337109,1.85087225,2.605359702,2.620602183,2.013819083,0.676464634,0.365901589,0.42991287,0.457490304,0,0,0.497171068,0,0,0
Marcks,neuron differentiation,1.779827272,1.798511995,0,0,0,0,0,0,0.409872307,1.046590988,0.843198716,1.625181088,0.425183532,1.62500531,0.210097842,0.414295172,1.295337109,1.85087225,2.605359702,2.620602183,2.013819083,0.676464634,0.365901589,0.42991287,0.457490304,0,0,0.497171068,0,0,0
Marcksl1,nervous system development,1.778874091,1.777030748,0,0,0,0,0,0,1.058069745,0.765731655,0,0,0,0.877705037,0.496075557,1.044680499,0,0.199644536,0.480185443,0.561780108,0.295794028,-0.429986022,-0.442999614,-0.593531455,0,-0.603267923,-0.749005145,0,-0.668573013,-0.37637352,-0.505419244
Meis2,nervous system development,1.832211562,1.821505605,0,0,0,0,0,0,0,0.455703997,0.015103537,-0.417763093,0.242797132,0.253073253,0.111379826,0,0,1.719560674,1.869294835,2.789896441,2.118152659,0.699511078,0,0.595767712,-0.741273494,-0.422808008,0,1.355643192,0.323238926,0,0
Mtss1,nervous system development,2.195343957,2.177647893,0,0,0,0,0,0,0.300060409,0.718616214,0.463480884,0.873850133,0.333461941,0.593159455,0.259819826,0.863954198,0.090415959,,,,,0,0,0,0,0,0,0.339904393,0,0,0
Neo1,axon development,1.64091272,1.57608272,0,0,0,0,0,0,0.205164657,-0.230139139,-0.020080479,-0.003807159,0.268143166,-0.037805842,0.239032609,0.058306713,0,,,,,0,0,0,0,0,0,0,0,0,0
Neurod2,neurogenesis,1.681530719,1.755275978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.715019905,0,0,0.259793837,0,0.267993028,0,0,0,0
Neurod2,neuron development,1.681530719,1.755275978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.715019905,0,0,0.259793837,0,0.267993028,0,0,0,0
Neurod2,neuron differentiation,1.681530719,1.755275978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.715019905,0,0,0.259793837,0,0.267993028,0,0,0,0
